2015-03-04,0
2015-03-05,136
2015-03-06,254
2015-03-07,353
2015-03-08,434
2015-03-09,495
2015-03-10,538
2015-03-11,562
2015-03-12,567
2015-03-13,553
2015-03-14,522
2015-03-15,478
2015-03-16,422
2015-03-17,360
2015-03-18,298
2015-03-19,240
2015-03-20,187
2015-03-21,140
2015-03-22,98
2015-03-23,61
2015-03-24,30
