2015-03-04,0
2015-03-05,400
2015-03-06,746
2015-03-07,1038
2015-03-08,1276
2015-03-09,1460
2015-03-10,1589
2015-03-11,1665
2015-03-12,1687
2015-03-13,1654
2015-03-14,1573
2015-03-15,1452
2015-03-16,1301
2015-03-17,1130
2015-03-18,957
2015-03-19,798
2015-03-20,653
2015-03-21,524
2015-03-22,410
2015-03-23,311
2015-03-24,228
