2015-03-04,0
2015-03-05,353
2015-03-06,659
2015-03-07,916
2015-03-08,1124
2015-03-09,1284
2015-03-10,1395
2015-03-11,1458
2015-03-12,1473
2015-03-13,1438
2015-03-14,1361
2015-03-15,1248
2015-03-16,1107
2015-03-17,949
2015-03-18,790
2015-03-19,642
2015-03-20,508
2015-03-21,387
2015-03-22,280
2015-03-23,186
2015-03-24,107
