2015-03-04,0
2015-03-05,198
2015-03-06,370
2015-03-07,514
2015-03-08,631
2015-03-09,721
2015-03-10,783
2015-03-11,818
2015-03-12,826
2015-03-13,806
2015-03-14,762
2015-03-15,698
2015-03-16,618
2015-03-17,529
2015-03-18,439
2015-03-19,355
2015-03-20,279
2015-03-21,211
2015-03-22,150
2015-03-23,97
2015-03-24,52
