2015-03-04,0
2015-03-05,282
2015-03-06,525
2015-03-07,729
2015-03-08,895
2015-03-09,1022
2015-03-10,1110
2015-03-11,1160
2015-03-12,1171
2015-03-13,1142
2015-03-14,1080
2015-03-15,989
2015-03-16,875
2015-03-17,748
2015-03-18,620
2015-03-19,501
2015-03-20,393
2015-03-21,296
2015-03-22,210
2015-03-23,134
2015-03-24,70
