2015-03-04,0
2015-03-05,172
2015-03-06,321
2015-03-07,446
2015-03-08,548
2015-03-09,625
2015-03-10,679
2015-03-11,709
2015-03-12,716
2015-03-13,698
2015-03-14,660
2015-03-15,604
2015-03-16,534
2015-03-17,456
2015-03-18,377
2015-03-19,304
2015-03-20,238
2015-03-21,178
2015-03-22,125
2015-03-23,78
2015-03-24,39
